bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,,ปกติเรกะมักจะแวะไปที่ร้านหนังสือเป็นประจำ,,,,Rega usually stops by the bookstore regularly.,
,,,,,,,,,เธอชอบอ่านหนังสือภาษาอังกฤษยากๆ ที่ผมอ่านไม่ออก แต่รอบนี้เธอกลับทำสิ่งที่ผิดคาดอย่างมาก,,,,"She likes reading difficult English books that I can't understand. But this time, she did something completely unexpected.",
,,,,reika,,normal,,,เธอหยิบนิตยสารยอดฮิตในหมู่เด็กผู้หญิงวัยรุ่นขึ้นมาอ่าน,,,,"She picked up a teen girl magazine, hugely popular with female students.",
,,,,,,,,yuma,เรกะสนใจของแบบนี้ด้วยเหรอ ลองอ่านตามบ้างดีกว่า,,,,Rega's into this kind of thing too? Let me take a peek.,
,,,1,reika,,normal_2,,yuma,คอลัมน์ทายดวงด้านความรักจากกรุ๊ปเลือด,,,,A fortune-telling column on love and romance based on blood type.,
,,,,,,,,yuma,คนกรุ๊ปเลือด A ภายนอกเป็นคนมีความรับผิดชอบสูง เข้มงวด แต่แท้จริงแล้วเป็นคนอ่อนโยน,,,,"Blood type A people outwardly appear highly responsible and strict, but are actually gentle on the inside.",
,,,,,,,,yuma,เมื่อพูดถึงความรัก คนกรุ๊ปเลือด A เก็บทรงเก่ง ฟอร์มเยอะ เข้าถึงยาก,,,,"When it comes to love, type A's play it cool, keep up appearances, and are hard to approach.",
,,,,,,,,yuma,เห… เหมือนเรกะไม่มีผิด,,,,Huh... That's Rega to a T.,
,,,,,,ah_2,,reika,ใช่แล้ว ฉันเป็นคนกรุ๊ปเลือด A,,reika_2_4_015,,"That's right, I'm a type A.",
,,,,,,,,yuma,นั่นสินะ,,,,I see.,
,,,,,,aru,surprise,reika,เดี๋ยวสิยูมะ นายมาจากไหนเนี่ย!?,,reika_2_4_016,,"Wait, Yuma, where did you come from?!",
,,,,,,angrymeme_2,,reika,แล้วก็แอบมาอ่านหนังสือของคนอื่นแบบนี้มัน มันเสียมารยาทนะยะ,,reika_2_4_017,,And reading someone else's magazine over their shoulder like this is...is bad manners!,
,,,,,,serious_2,,yuma,ฉันเห็นเธอกำลังอ่านหนังสือหน้าตาจริงจัง เลยสงสัยว่ากำลังอ่านอะไรอยู่,,,,I saw you reading that magazine with such a serious look on your face and got curious what it was about.,
,,,,,,,,yuma,ไม่นึกเลยว่าเธอจะสนใจเรื่องทำนายความรักอะไรแบบนี้ด้วย,,,,I never imagined you'd be into love fortune-telling stuff like this.,
,,,,,,shy_2_shy,,reika,ปะ… เปล่านะ ฉันแค่เห็นนิตยสารเล่มนี้วางอยู่ผิดที่ เลยจะเอาไปเก็บให้ต่างหาก,,reika_2_4_018,,"It's n-not like that. I just saw this magazine out of place and was going to put it back, that's all.",
,,,,,,angry,,reika,อีกอย่าง ในเล่มนี้เขียนว่าคนกรุ๊ปเลือด A ไม่เชื่อเรื่องดวง,,reika_2_4_019,,"Besides, this magazine says type A people don't believe in fortune-telling.",
,,,,,,,,yuma,ไหนบอกว่าไม่เชื่อไง เมื่อกี้เธอเชื่อเต็มๆ เลยนะ,,,,But you totally believed it just now.,
,,,,,,,,yuma,ว่าแต่ แล้วดวงด้านความรักของคนกรุ๊ป O ของฉันล่ะ,,,,"Anyway, what about my type O love fortune?",
,,,,,,chito,,reika,คนกรุ๊ป O เป็นพวกหลงตัวเอง ชอบคิดว่าผู้หญิงคนอื่นมีใจให้ เหมือนนายเปี๊ยบเลย,,reika_2_4_020,,Type O's are egotistical and think other girls are into them. Just like you.,
,,,,,,,,yuma,เธอพึ่งคิดสดเมื่อกี้นี้เลยใช่มั้ยเนี่ย,,,,"You totally just made that up on the spot, didn't you!",
,,,,,,,,yuma,แต่ไม่นึกไม่ฝันเลยว่า ‘ราชินีไร้เทียมทาน’ อย่างเธอจะสนใจเรื่องความรักแบบสาวน้อยช่างฝันด้วย,,,,"But I never in my wildest dreams thought the ""Peerless Queen"" would be interested in girly romance stuff too.",
,,,,,,,,yuma,ถ้านักเรียนคนอื่นในห้องรู้จะเป็นยังไงกันนะ,,,,I wonder what the other students in our class would think if they knew.,
,,,,,,angrymeme_2,,reika,หยุดเดี๋ยวนี้เลยนะ ถ้าเกิดว่านายบอกคนอื่นล่ะก็ฉันฆ่านายแน่,,reika_2_4_021,,"You stop that right now. I swear if you tell anyone else, I'll kill you.",
,,,,,,angry,,yuma,รู้แล้วล่ะน่า แต่ว่าถ้าจะให้เก็บความลับระดับสุดยอดแบบนี้ต้องมีค่าจ้างนะ,,,,"Alright, alright. But keeping a top secret like this is gonna cost you.",
,,,,,,cold_2,,reika,นายต้องการอะไร,,reika_2_4_022,,What do you want?,
,,,,,,,,yuma,ก็แค่เล่นเกมง่ายๆด้วยกัน ฉันจะถามคำถามเธอ 2 ข้อ ให้เธอเลือกตอบตามความจริง 1 ข้อ ส่วนอีกข้อนึกให้โกหก ตกลงไหม?,,,,"Let's just play a simple game together. I'll ask you two questions, and you choose to answer one truthfully and lie about the other. Deal?",
,,,,,,ah,,reika,ก็ได้ ต่อให้ฉันโกหกข้อไหนยังไงนายก็ไม่รู้อยู่ดีนั่นแหละ ถือซะว่าเล่นฆ่าเวลาก็แล้วกัน,,reika_2_4_023,,"Fine. No matter which one I lie about, there's no way you'll know anyway. Consider it killing time.",
,,,,,,,,yuma,ถ้าอย่างงั้นข้อแรก เอาเป็นสเปคผู้ชายที่เธอชอบก็แล้วกัน,,,,"Alright then, for the first one, how about your ideal type of guy?",
,,,,,,worry,,reika,อืม..สเปคผู้ชายที่ชอบงั้นเหรอ?,,reika_2_4_024,,Hmm...my ideal type of guy?,
,,,,,,,,,ทำท่าครุ่นคิดอย่างจริงจังเลยสมกับเป็นเรกะ หรือว่าข้อนี้จะจงใจหลอกเรากันนะ,,,,"She's making a super serious pondering face, typical Rega. Or is she intentionally trying to trick me on this one?",
,,,,,,normal_2,,reika,ถ้าเกิดจะให้มีความรักก็ต้องเป็นความรักที่บริสุทธิ์อย่างรักแรกพบ ต่างคนต่างแอบชอบซึ่งกันและกันแล้วสุดท้ายก็ได้รักกัน,,reika_2_4_025,,"If I were to fall in love, it would have to be a pure love at first sight. Where we secretly like each other and end up together.",
,,,,,,,,reika,ส่วนสเปค ก็คงมีความเป็นผู้ใหญ่ มีอ้อมกอดที่อบอุ่น คอยปลอบโยนในวันที่อ่อนแอ ดูแลเอาใจใส่ซึ่งกันและกัน ที่สำคัญต้องมีความเป็นสุภาพบุรุษด้วย,,reika_2_4_026,,"As for my type, I guess mature, with a warm embrace, who comforts me when I'm weak, cares for me. Most importantly, a true gentleman.",
,,,,,,,,reika,ส่วนเรื่องหน้าตาก็ต้องเหมาะกับฉัน ก็คงประมาณเจ้าชายขี่ม้าขาวอะไรแบบนั้นมั้ง,,reika_2_4_027,,"Looks-wise, he'd have to suit me. I suppose something like a prince on a white horse.",
,,,,,,,,yuma,เห… แบบนี้นี่เอง เหมือนฉันไม่มีผิดเลย,,,,Huh...so that's how it is. Sounds exactly like me.,
,,,,,,chito,,reika,พึ่งรู้ว่าที่บ้านนายไม่มีกระจกไว้ใช้ เดี๋ยวฉันซื้อกระจกให้เป็นของขวัญนะ,,reika_2_4_028,,I just found out you don't have a mirror at home. I'll buy you one as a gift.,
,,,,,,,,,ไม่จริง หน้าตาผมแตกต่างจากเจ้าชายขี่ม้าขาวตรงไหน,,,,No way. How am I any different from a prince on a white horse?,
,,,,,,,,,ยูโนะ (ตอน 5 ขวบ) ยังชมเลยว่าผมเป็นพี่ชายที่หล่อที่สุดในโลก,,,,Yuno (age 5) even complimented me saying I'm the most handsome big brother in the world.,
,,,,,,,,yuma,เธอมีด้านที่เป็นสาวน้อยผิดคาดเหมือนกันนะเนี่ย,,,,"You've got an unexpected girly side too, huh.",
,,,,,,hee,,reika,บางทีเมื่อกี้ฉันอาจจะโกหกก็ได้ รีบๆถามข้อต่อไปได้แล้ว,,reika_2_4_029,,Maybe I was lying just now. Hurry up and ask the next question.,
,,,,,,,,yuma,ถ้าอย่างนั้นข้อต่อไป 1+1 ได้เท่าไหร่?,,,,"Alright then, for the second one...what's 1+1?",
,,,,,,,,,พอได้ยินคำถามข้อที่ 2 เรกะก็หน้าแดงขึ้นมาทันที,,,,"As soon as she heard the second question, Rega's face turned bright red.",shy_shy
,,,,,,shy_2,,reika,สะ…สาม,,reika_2_4_030,,Th-three.,shy_2_shy
,,,,,,,,yuma,ฮ่าๆ ว่าแล้วเชียวข้อแรกเธอไม่ได้โกหกจริงๆด้วย แต่ว่าสเปคเธอเนี่ยเป็นสาวน้อยกว่าที่ฉันคิดเยอะเลยนะเนี่ย,,,,"Aha, I knew it! You definitely weren't lying about the first one. But your ideal type is way more girly than I expected.",
,,,,,,angrymeme_2,,reika,ก็แล้วมันจะทำไมเล่า ก็ฉันชอบของฉันแบบนี้นี่นา,,reika_2_4_031,,So what? I like what I like.,
,,,,,,,,reika,ถึงนายจะไม่เชื่อแต่ฉันเชื่อนะว่าซักวันฉันจะได้เจอเจ้าชายขี่ม้าขาวของฉัน,,reika_2_4_032,,"You may not believe it, but I'm convinced that someday I'll meet my prince on a white horse.",
,,,,,,,,yuma,ถ้างั้นฉันจะบอกอะไรเธอให้,,,,"In that case, I have something to tell you.",
,,,,,,,,yuma,บัดนี้เจ้าชายขี่ม้าขาวอยู่ตรงหน้าเธอแล้วนะขอรับ องค์หญิง,,,,"Your prince on a white horse is standing right before you, my princess.",ผมทำสีไว้คุณลองเช็คดูตอนแรกมันบัคเพราะผมทำชื่อไฟล์พิมใหญ่แต่แก้ละ
,,,,,,bored_2,,reika,แหวะ ไม่มีทาง,,reika_2_4_033,,Gross. No way.,
,,,,,,,,,เรกะทำหน้าไม่สบอารมณ์อย่างชัดเจน,,,,Rega made a clearly displeased face.,
,,,,,,angry_2,,reika,ให้ตายสิ มัวแต่เสียเวลากับนายอยู่ ฉันเลยไม่ได้หาหนังสือที่อยากอ่านจริงๆ สักที,,reika_2_4_034,,"Geez, I've wasted so much time on you that I didn't get to look for the books I actually wanted to read.",
,,,,,,,,,หลังจากนั้นเรกะก็ไล่ผมออกจากร้านหนังสือ,,,,"After that, Rega chased me out of the bookstore.",
,,,,,,,,,[บทคาสึมะ],,,,[Kasuma scene],
bg036n19201080,,MusMus-BGM-cp03,,,,,,,หลังจากที่ผมเตร็ดเตร่สักพักก็มาถึงโซนจำหน่ายอุปกรณ์กีฬา,,,,"After wandering around for a while, I arrived at the sporting goods section.",
,,,0,kazuma,,normal,,,คาสึมะกำลังจ้องมองไปที่รองเท้าสตั๊ดที่ตั้งอยู่หน้าร้าน,,,,Kasuma was staring intently at a pair of cleats displayed at the front of the store.,
,,,,,,,,yuma,คาสึมะ นายจะซื้อรองเท้าใหม่เหรอ,,,,"Kasuma, are you buying new shoes?",
,,,,,,ah,,kazuma,ไม่เชิงหรอก ตอนนี้ชมรมฟุตบอลกำลังจะมีงานแข่งระดับภูมิภาค,,kazuma_2_4_008,,Not exactly. The football club has a regional tournament coming up.,
,,,,,,,,kazuma,ฉันสัญญาว่าถ้าใครทำแฮตทริกได้ จะซื้อรองเท้าสตั๊ดให้หนึ่งคู่,,kazuma_2_4_009,,"I promised that if anyone scores a hat trick, I'd buy them a pair of cleats.",
,,,,,,,,,แฮตทริก? น่าจะหมายถึงคนที่ทำคะแนนได้เยอะๆ ละมั้ง,,,,Hat trick? You mean like someone who scores a lot of goals?,
,,,,,,,,yuma,ถึงว่า รู้เหตุผลแล้วว่าทำไมสมาชิกชมรมฟุตบอลถึงได้ขยันซ้อมกันจัง,,,,No wonder the football club members have been practicing so hard lately.,
,,,,,,smile,,kazuma,แรงจูงใจมีสองแบบ ได้แก่ แรงจูงใจภายนอกและแรงจูงใจภายใน,,kazuma_2_4_010,,There are two types of motivation - extrinsic and intrinsic.,
,,,,,,normal,,kazuma,แรงจูงใจภายนอกคือการทำอะไรบางอย่างเพื่อเป้าหมายที่จับต้องได้ เช่น เงิน ของรางวัล การเลื่อนตำแหน่ง,,kazuma_2_4_011,,"Extrinsic motivation is doing something for a tangible goal, like money, rewards, promotions.",
,,,,,,,,kazuma,แรงจูงใจภายในคือการทำอะไรบางอย่างจากความต้องการส่วนตัว เช่น ความสนุก ความอยากรู้อยากเห็น,,kazuma_2_4_012,,"Intrinsic motivation is doing something out of personal desire, like for fun or curiosity.",
,,,,,,,,kazuma,นายคิดว่าแรงจูงใจแบบไหนดีกว่ากัน,,kazuma_2_4_013,,Which type of motivation do you think is better?,
,,,,,,,,yuma,แรงจูงใจภายใน… หรือเปล่า,,,,Intrinsic...I think?,
,,,,,,smart,,kazuma,ถูกต้อง แรงจูงใจภายในเกิดจากความสนใจของตนเอง ในระยะยาวได้ผลดีกว่าแรงจูงใจภายนอก,,kazuma_2_4_014,,Correct. Intrinsic motivation stems from one's own interests and has better long-term results than extrinsic motivation.,
,,,,,,,,kazuma,แต่เราไม่รู้ว่าสมาชิกแต่ละคนเข้าร่วมชมรมด้วยเหตุผลอะไร เกิดจากความต้องการของตัวเองหรือไม่,,kazuma_2_4_015,,"But we don't know each member's reasons for joining the club, if it's out of their own desire or not.",
,,,,,,serious,,kazuma,ดังนั้น การสร้างแรงจูงใจภายนอกอย่างเช่นรองเท้าสตั๊ดคู่นี้จึงมีความสำคัญไม่แพ้กัน,,kazuma_2_4_016,,So creating extrinsic motivation like this pair of cleats is just as important.,
,,,,,,,,yuma,อย่างนี้นี่เอง นอกจากทักษะด้านกีฬา ทักษะการบริหารคนก็สำคัญไม่แพ้กัน,,,,"I see. So in addition to football skills, people management skills are essential too.",
,,,,,,smile,,kazuma,ถูกต้อง การเป็นหัวหน้าทีมยุคใหม่ต้องใส่ใจในการบริหารคนด้วย,,kazuma_2_4_017,,Exactly. A modern team captain needs to pay attention to managing people as well.,
,,,1,,,smile,,kazuma,จะว่าไป ไม่คิดเลยว่าจะได้เจอนายที่โซนจำหน่ายอุปกรณ์กีฬาด้วย สนใจเข้าชมรมมั้ย,,kazuma_2_4_018,,"Come to think of it, I'm surprised to run into you in the sporting goods section. Interested in joining a sports club?",
,,,,,,,,kazuma,ชมรมฟุตบอลยังว่างนะ ถ้านายตัดสินใจเข้าชมรม เดี๋ยวฉันซื้อถุงมือโกลให้เป็นของขวัญต้อนรับเลย,,kazuma_2_4_019,,"The football club still has openings. If you decide to join, I'll even throw in a pair of goalie gloves as a welcome gift.",
,,,,,,,,yuma,มีโปรโมชั่นแรกเข้าด้วย?! ว่าแต่ทำไมต้องเป็นถึงมือโกลด้วยล่ะ,,,,A sign-up bonus too?! But why goalie gloves of all things?,
,,,,,,confident,,kazuma,นายเป็นตัวรับมุกในสภานักเรียนอยู่แล้ว น่าจะเหมาะกับการรับลูกบอลเหมือนกัน,,kazuma_2_4_020,,You're already the guy who fields the jokes in student council. Fielding balls should suit you too.,
,,,,,,,,kazuma,รับแรงกระแทกจากลูกบอลเจ็บน้อยกว่ารับคำด่าจากอากาเนะนะ,,kazuma_2_4_021,,"Getting hit by a football hurts less than getting chewed out by Akane, you know.",
,,,,,,,,,สรุปแล้วผมทำหน้าที่เป็นคนรับมุกในสภานักเรียนหรอกเหรอ?!,,,,"So in the end, my role in student council is to be the joke catcher?!",
,,,,,,,,,ผมเป็นเหรัญญิกนะ ลืมไปแล้วเหรอพวก,,,,"I'm the treasurer, remember? Did you all forget?",
,,,,,,,,yuma,แค่งานสภานักเรียนก็วุ่นวายพอควรแล้ว ไม่ดีกว่า ไปก่อนนะ,,,,Student council work alone is chaotic enough already. I'll pass. See you later.,
,,,,,,smile,,kazuma,ถ้าเปลี่ยนใจเมื่อไหร่ก็บอกได้นะ,,kazuma_2_4_022,,"If you ever change your mind, let me know.",
,,,,hide kazuma,,,,yuma,ไม่เป็นไร,,,,No thanks.,
,,,,,,,,,ผมตอบปฏิเสธและรีบหนีออกมาก่อนที่จะกลายเป็นสมาชิกชมรมกีฬา,,,,I declined and quickly fled before I could get roped into joining a sports club.,
,,,,,,,,,[บทอากาเนะ],,,,[Akane scene],
bg038n19201080,,MusMus-BGM-021,,,,,,,อากาเนะอยู่ที่ไหนกันนะ ไม่เคยมาเที่ยวกับอากาเนะซะด้วยสิ,,,,Where could Akane be? I haven't actually seen Akane before either.,
,,,border,,,,,,ขณะนั้นผมเหลือบไปเห็นป้ายโฆษณา Shock Price Super Sale หน้าร้านขายเครื่องประดับ,,,,"Just then, I noticed a ""Shock Price Super Sale"" sign in front of an accessories store.",
,,,,,,,,yuma,นี่มันร้านขายเครื่องประดับที่ฮิตในหมู่นักเรียนหญิงนี่นา,,,,This is the accessories store that's super popular with female students.,
,,,,,,,,yuma,ลองเข้าไปดูสักหน่อยดีกว่า เผื่อซื้อเป็นของขวัญให้ยูโนะ,,,,"I decided to take a peek inside, in case I find a gift for Yuno.",
,,,,,,,,,เมื่อผมเดินเข้าร้าน ผมก็พบกับสิ่งที่น่า Shock ยิ่งกว่าป้าย Shock Price เสียอีก,,,,"When I entered the store, I encountered something even more shocking than the Shock Price sign.",
,,,,akane,,normal,,,อากาเนะกำลังยืนดูเครื่องประดับอยู่,,,,Akane was standing there looking at accessories.,
,,,,,,onegai,,akane,อืม…… อันนี้ก็น่ารักดีนะ แต่คงไม่เหมาะกับฉันหรอกมั้ง,,akane_2_4_007,,"Hmm... This one is cute, but it probably wouldn't suit me.",
,,,,,,,,,อากาเนะหยิบต่างหูรูปหัวใจขึ้นมาทาบกับหูของตัวเอง,,,,Akane picked up a pair of heart-shaped earrings and held them up to her ears.,
,,,,,,,,,เนื่องจากอากาเนะเป็นคนที่เข้มงวดเรื่องกฎระเบียบ,,,,"Since Akane is very strict about following school rules,",
,,,,,,,,,ผมไม่เคยเห็นอากาเนะสวมต่างหูหรือเครื่องประดับมาโรงเรียนเลย,,,,I've never seen her wear earrings or accessories to school before.,
,,,hide border,,,,,,ในฐานะรุ่นพี่ ผมต้องเข้าไปให้คำแนะนำรุ่นน้องสักหน่อยแล้ว,,,,"As her senior, I should go over and give her some advice.",
,,,,,,,,yuma,ต่างหูอันที่เธอหยิบเมื่อกี้เหมาะกับเธอดีนะอากาเนะ,,,,"Those earrings you just picked up would look great on you, Akane.",
,,,,,,normal,,akane,ไม่คิดว่ารุ่นพี่ยูมะจะสนใจเครื่องประดับแบบนี้เลยนะคะ,,akane_2_4_008,,"I'm surprised you're interested in this kind of accessories, Yuma.",
,,,,,,,,yuma,ฉันเองก็ไม่คิดเหมือนกันว่าจะได้เจอเธอที่ร้านเครื่องประดับแบบนี้,,,,"I could say the same, I never expected to run into you at an accessories store like this.",
,,,,,,angry,moyamoya,akane,ทำไมคะ? เห็นแบบนี้ หนูก็เป็นผู้หญิงเหมือนกันนะคะ,,akane_2_4_009,,"Why is that? Appearances aside, I'm a girl too, you know.",
,,,,,,sad,,akane,อย่างที่คิดเลย ต่างหูพวกนี้คงน่ารักเกินไป ไม่เหมาะกับหนูสินะคะ,,akane_2_4_010,,"Just as I thought, these earrings are probably too cute. They wouldn't suit me.",
,,,,,,,,yuma,ฉันว่าเหมาะจะตาย ยิ่งเธอตัดผมสั้นแบบนี้ ฉันว่าน่าจะเห็นต่างหูชัดเจนนะ,,,,"I think they'd look fantastic. Especially with your short hair, the earrings would really stand out.",
,,,,,,,,yuma,ไม่ว่าจะใส่ต่างหูสไตล์ไหนก็ทำให้ลุคการแต่งตัวและภาพลักษณ์เปลี่ยนตามไปด้วย,,,,"No matter what style of earrings you wear, it changes your overall fashion and image.",
,,,,,,,,akane,ตะ… แต่ว่า ถ้าใส่ต่างหูก็ต้องเจาะหูด้วยน่ะสิ แบบนั้นคงไม่ใช่เรื่องดี,,akane_2_4_011,,"B-But if I wear earrings, I'd have to get my ears pierced. That's probably not a good idea.",
,,,,,,,,yuma,ถ้าหากเธอกลัวว่ามันจะผิดกฎของโรงเรียน ลองใส่ต่างหูแบบหนีบก็ได้,,,,"If you're worried about violating school rules, you could try clip-on earrings.",
,,,,,,,,yuma,วันไหนอยากใส่ก็แค่หนีบไว้ วันไหนไปโรงเรียนก็ถอดออกได้โดยไม่ทิ้งร่องรอย,,,,"On days you want to wear them, just clip them on. On school days, take them off without leaving any holes.",
,,,,,,smile,,akane,จริงด้วย มีต่างหูแบบหนีบให้เลือก นานๆ ทีรุ่นพี่ยูมะเองก็ทำตัวมีประโยชน์อยู่บ้างนะคะ,,akane_2_4_012,,"That's true, they have clip-on earrings too. Even you can be helpful once in a blue moon, Yuma.",
,,,,,,,,,อากาเนะพูดด้วนท่าทางขี้เล่น แตกต่างจากตอนที่ยืนดักคนมาสายหน้าโรงเรียน,,,,"Akane spoke in a playful tone, different from when she's catching latecomers at the school gate.",
,,,,,,,,,แม้ว่าอากาเนะเป็นคนเข้มงวดจนทุกคนเกรงกลัว แต่แท้จริงแล้วเธอก็เป็นเด็กผู้หญิงที่น่ารักคนหนึ่ง,,,,"Although Akane is strict to the point that everyone fears her, deep down she's just a sweet girl.",
,,,,,,,,,บางทีถ้าเธอได้ลองสวมเครื่องประดับดูบ้างก็คงจะดึงเสน่ห์ที่อยู่ข้างในให้ออกมาได้,,,,"If she tried wearing accessories, it might bring out her inner charm.",
,,,,,,,,,ถึงจะเก็บซ่อนอยู่ลึกไปหน่อยก็เถอะ,,,,Even if it's buried a bit deep.,
,,,,,,ah,,akane,ถ้าอย่างนั้น รุ่นพี่ยูมะคิดว่าแบบไหนเหมาะกับฉันกว่ากันคะ,,akane_2_4_013,,"In that case, which ones do you think would suit me better, Yuma?",
,,,,,,,,,อากาเนะหยิบต่างหูแบบหนีบออกมาสองชิ้น,,,,Akane picked out two sets of clip-on earrings.,
,,,,,,,,,ชิ้นแรกเป็นต่างหูทรงเรขาคณิตสามเหลี่ยม อีกชิ้นเป็นรูปหัวใจ,,,,"The first was a geometric triangle shape, the other a heart.",
,,,,,,,,yuma,ฉันว่าจริงๆ ก็เหมาะกับเธอทั้งคู่นั่นนะ,,,,"Honestly, I think both would look great on you.",
,,,,,,look2,,akane,รุ่นพี่อุตส่าห์พูดตั้งนาน แต่พอเอาเข้าจริงดันออกความเห็นแบบขอไปที อะไรกันคะ,,akane_2_4_014,,"You rambled on for so long, but when it comes down to it, that's such a half-hearted opinion!",
,,,,hide akane,,,,yuma,ขอเวลาคิดสักครู่,,,,Give me a moment to think this through.,
,,,,,,,,,ใจเย็นก่อนยูมะ สงบใจเข้าไว้,,,,"Calm down Yuma, keep your cool.",
,,,,,,,,,การนับเลขทำให้จิตใจสงบได้ 2.23606797,,,,Counting helps settle the mind. 2.23606797...,
,,,,,,,,,เวลาที่ผู้หญิงถามว่าเลือกอันไหนดี แสดงว่าพวกเธอมีอันที่ชอบอยู่ในใจอยู่แล้ว,,,,"When a girl asks ""which one is better,"" it means she already has one she likes in mind.",
,,,,,,,,,พวกเธอเพียงแค่ต้องการคนสนับสนุนเท่านั้น,,,,She just wants someone to support her choice.,
,,,,,,,,,ดังนั้นสิ่งที่ต้องทำคือตอบให้ถูกอัน แต่เราไม่รู้ว่าอากาเนะชอบอันไหน,,,,So the key is to guess the right one. But I don't know which one Akane prefers.,
,,,,,,,,,ดังนั้นขอ Play Safe ไว้ก่อน,,,,"In that case, better play it safe for now.",
,,,,akane,,,,yuma,เหมาะกับอากาเนะทั้งคู่เลย เพียงแค่ทั้งสองแบบให้ภาพลักษณ์ต่างกัน,,,,They both suit you Akane. It's just that they each give a different image.,
,,,,,,,,yuma,แบบแรกน่าจะให้อิมเมจแบบสาวสวยลุคสมาร์ท แบบที่สองให้อิมเมจแนวสาวหวานน่ารักๆ นะ,,,,"The first one gives off a smart, stylish vibe. The second feels more sweet and cute.",
,,,,,,onegai,,akane,ถ้าอย่างนั้น แบบที่สองดูเหมือนเด็กเกินไปหรือเปล่านะ,,akane_2_4_015,,"In that case, maybe the second one looks a bit too childish?",
,,,,,,,,yuma,แบบที่สองก็ดีนะ ถึงจะดูเหมือนเด็กไปนิด แต่มันก็มีความน่ารักในตัวเองอยู่,,,,"The second one is nice too. It may look a little young, but it has its own cute charm.",
,,,,,,ah,,akane,แล้วถ้าเลือกทรงสามเหลี่ยม จะดูเป็นผู้ใหญ่ขึ้นสินะ,,akane_2_4_016,,"And if I choose the triangles, it'll make me look more grown up?",
,,,,,,,,yuma,ฉันคิดว่าถ้าเธอใส่ก็คงดูโตขึ้นสัก 2-3 ปีเลยล่ะ,,,,"I bet if you wore those, you'd look 2-3 years older.",
,,,,,,look,,akane,เวอร์เกินไปหรือเปล่า ต่างหูอันเล็กนิดเดียวทำให้ดูโตขึ้นขนาดนั้นได้ยังไงกันคะ,,akane_2_4_017,,Isn't that an exaggeration? How can tiny earrings make me look that much older?,
,,,,,,,,yuma,ไม่รู้สิ บางทีอาจจะเป็นเพราะครูริสะก็ใส่ต่างหูทรงสามเหลี่ยมแบบนี้ล่ะมั้ง ถึงได้รู้สึกว่าใส่แล้วดูแก่จัง,,,,"I dunno, maybe because Ms. Risa wears triangle earrings like that? That's why they feel so aging.",
,,,,,,look2,,akane,ความในใจหลุดออกมาแล้วนะคะ แค่บอกใส่แล้วดูเป็นผู้ใหญ่ก็พอ,,akane_2_4_018,,"Your true thoughts slipped out just now. A simple ""they make you look mature"" would suffice.",
,,,,,,smile,,akane,ถ้าอย่างนั้น เอารูปหัวใจดีกว่า,,akane_2_4_019,,"In that case, I'll go with the heart ones.",
,,,,,,,,yuma,นั่นไง เธอเองก็คิดว่าใส่ต่างหูทรงสามเหลี่ยมแบบครูริสะมันดูแก่จริงๆ ใช่ไหมล่ะ,,,,"See, you totally agree the triangle ones like Ms. Risa's look old, don't you!",
,,,,,,angry,,akane,ไม่ได้คิดสักหน่อย ได้ยินรุ่นพี่พูดแบบนั้นใครจะไปอยากใส่กันเล่า,,akane_2_4_020,,"I do not! Hearing you say it like that, who would want to wear them?",
,,,,,,smile,,akane,เอาเป็นว่าขอบคุณนะคะที่มาช่วยหนูเลือกต่างหู,,akane_2_4_021,,"Anyway, thanks for helping me pick out earrings.",
,,,,,,,,,สรุปได้ว่าอากาเนะเลือกต่างหูรูปทรงหัวใจตามคำแนะนำของผม,,,,"In the end, Akane chose the heart-shaped earrings based on my recommendation.",
,,,,,,,,,พออากาเนะจ่ายเงินเสร็จ พวกเราสองคนก็แยกกันเดินออกจากร้าน,,,,"After Akane paid, the two of us went our separate ways out of the store.",
,,,,,,,,,ทำไมบรรดาสาวๆ ในสภานักเรียนถึงโหดร้ายกับผมจังนะ……,,,,Why are the girls in student council so harsh on me...,
,,,,,,,,,[บทคุณครูริสะ],,,,[Ms. Risa scene],
bg036n19201080,,MusMus-BGM-021,,risa,,normal,,,ขณะที่ผมเดินเล่นไม่มีจุดหมายผมก็เจอกับครูริสะโดยบังเอิญในร้านขายเครื่องสำอางสำหรับวัยรุ่น,,,,"As I was wandering around aimlessly, I ran into Ms. Risa by chance in a cosmetics store for young women.",
,,,,,,,,yuma,เอ๋ ทำไมครูริสะถึงมาอยู่ในร้านแบบนี้ละครับ,,,,Huh? Why is Ms. Risa in a store like this?,
,,,,,,angry,,risa,ฉันอยู่ในร้านเครื่องสำอางแล้วมันแปลกตรงไหนมิทราบ,,risa_2_4_032,,"What's so strange about me being in a cosmetics store, pray tell?",
,,,,,,,,yuma,ทั้งที่เลยวัยรุ่นไปแล้วแท้ๆ แต่ยังเข้ามาในร้านสำหรับวัยรุ่นอีกนะครับ,,,,"Even though you're past the age for it, you still come into stores meant for young girls.",
,,,,risa,,angry,,risa,ฉันไม่ได้แก่ขนาดนั้นซักหน่อย!,,risa_2_4_033,,I'm not THAT old!,
