bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,yuma,สาเหตุที่เป็นลบอยู่ ก็เพราะมันยังไม่ใช่พจน์ที่แท้จริงยังไงล่ะ เราจะต้องมาจัดรูปก่อน,,,,The reason it's negative is because it's not the true term yet. We need to rearrange it first.,
,yuma_sensei05,,,,,,,yuma,เริ่มจากย้าย -27 ไปไว้อีกฝั่ง จะได้…,,,,"Let's start by moving -27 to the other side, we'll get...",
,,,,,,,,,,,,,,
,,,,,,,,yuma,จากนั้นก็จัดรูปกำลังสองสมบูรณ์ที่ด้านซ้าย ,,,,Then we arrange the perfect square on the left side.,
,yuma_sensei06,,,,,,,yuma,โดยที่ตัวหน้าก็คือ x ส่วนตัวหลังเรายังไม่รู้ก็ติดเอาไว้ก่อน,,,,"Where the first term is x, and for the second term, we don't know yet, so we'll leave it for now.",
,,,,,,,,,,,,,,
,yuma_sensei07,,,,,,,yuma,โดยเราจะหาตัวหลังจากตรงกลางนี้นี่แหละ,,,,We'll find the second term from this middle part.,
,,,,,,,,yuma,2x ต้องคูณด้วยอะไรถึงจะได้ 26x ล่ะ,,,,What do we need to multiply 2x by to get 26x?,
,,,,,,ah,,yuno,คูณ 13 ไง,,yuno_2_10_038,,"Multiply by 13, of course.",
,yuma_sensei08,,,,,,,yuma,ใช่แล้วตัวหลังก็คือ 13 ไง ทีนี้เราก็เอา 13 เข้าไปแทนในสูตรได้ ,,,,"That's right, the second term is 13. Now we can substitute 13 into the formula.",
,yuma_sensei09,,,,,,,yuma,หรือก็คือ,,,,Or in other words:,
,,,,,,,,yuma,แต่เพราะเราบวก 169 ไปข้างนึงก็เลยต้องบวก 169 ที่อีกข้างด้วยจะได้เท่ากัน,,,,"But because we added 169 to one side, we need to add 169 to the other side to keep it equal.",
,yuma_sensei10,,,,,,,,เราก็จัดฝั่งซ้ายตามสูตรกำลังสองสมบูรณ์ ,,,,We arrange the left side according to the perfect square formula.,
,yuma_sensei11,,,,,,,,หรือก็คือแบบนี้,,,,Or like this:,
,yuma_sensei12,,,,,,,,จากนั้นก็ถอดสแควรูท สองข้าง,,,,Then we take the square root of both sides.,
,yuma_sensei13,,,,,,,,พอย้ายข้างก็จะได้คำตอบแล้ว,,,,"After moving the terms, we get the answer.",
,,,,,,,,,เป็นไงตามทันไหม?,,,,How about it? Can you follow?,
,,,,,,,,,,,,,,
home_livingroom_night,,,,yuno_p,,confuse,,yuno,ตอนแรกก็ตามทันอยู่หรอก แต่หลังจากนั้นเริ่มงงแล้ว เลขมาจากไหนเต็มไปหมด,,yuno_2_10_039,,"At first, I could follow, but after that, I started getting confused. Where are all these numbers coming from?",
,,,,,,,,yuma,สมการที่ยกตัวอย่างเมื่อกี้นี้เป็นวิธีหนึ่ง ถ้ายูโนะไม่เข้าใจ พี่คิดหาวิธีใหม่ที่เหมาะกับยูโนะมาแล้วล่ะ,,,,"The equation I just showed is one method. If you don't understand, Yuno, I've thought of a new method that might suit you better.",
,,,,,,,,yuma,ถ้าเราเห็นสมการคณิตศาสตร์เหล่านี้เป็นภาพ เราจะทำความเข้าใจได้ง่ายกว่ากันเยอะเลย,,,,"If we see these mathematical equations as images, it will be much easier to understand.",
,yuma_sensei05,,,hide yuno_p,,,,yuma,ถ้าอย่างงั้นเรามาลองวิธีใหม่กับโจทย์ข้อเดิมกันดีกว่า ,,,,Let's try the new method with the same problem.,
,yuma_sensei14,,,,,,,yuma,เริ่มจากมองสมการเป็นรูปสี่เหลี่ยม,,,,Start by viewing the equation as a square.,
,yuma_sensei15,,,,,,,,ส่วน 26x ก็เป็น สี่เหลี่ยมผืนผ้าที่มีด้านยาว 26 ด้านกว้าง x จากนั้นเราก็แบ่งสี่เหลี่มผืนผ้าเป็น 2 รูป ได้เป็นสี่เหลี่ยมผืนผ้าที่มีด้านยาว 13 ด้านกว้าง x ,,,,"The 26x part is a rectangle with length 26 and width x. Then we divide this rectangle into 2 shapes, resulting in rectangles with length 13 and width x.",
,yuma_sensei16,,,,,,,,เเล้วเราก็เอารูปสี่เหลี่ยมทั้ง 3 รูป ไปเรียงกันเป็นรูปตัว L แบบนี้,,,,Then we arrange all 3 rectangles into an L-shape like this.,
,yuma_sensei17,,,,,,,,แล้วจะสังเกตว่าตรงนี้ยังมีช่องว่างอยู่ เราจะเติมช่องว่างตรงนี้ด้วยการสร้างสี่เหลี่ยมจตุรัสที่มีความยาวด้านละ 13 มาใส่ให้รูปตัว L กลายเป็นสี่เหลี่ยมจตุรัส,,,,You'll notice there's still a gap here. We'll fill this gap by creating a square with sides of length 13 to turn the L-shape into a square.,
,yuma_sensei18,,,,,,,,โดยพื้นที่ของสี่เหลี่ยมที่ใส่มาคือ 169,,,,The area of the square we added is 169.,
,yuma_sensei19,,,,,,,,เราก็เอาพื้นที่ของสี่เหลี่ยมที่เราสร้างขึ้นมาเติมมาใส่ในสมการเดิมด้วย โดยบวกทั้ง 2 ข้างได้สมการ,,,,We add the area of the square we created to both sides of the original equation.,
,yuma_sensei20,,,,,,,,แล้วเราก็จะได้ว่าสมการแต่ละข้าง คือพื้นของสี่เหลี่ยมจตุรัสอันใหญ่ที่เราสร้างขึ้นมา ก็จะจัดรูปสมการ,,,,"Then we'll see that each side of the equation is the area of the large square we created, so we can rearrange the equation.",
,yuma_sensei21,,,,,,,,สมการทั้ง 2 ฝั่งก็คือความยาวด้านของสี่เหลี่ยมจตุรัสนั่นแหละ,,,,Both sides of the equation are just the length of the side of this square.,
,,,,,,,,,ที่เหลือก็ถอดสแควรูทแก้สมการแบบปกติเลย,,,,The rest is just solving the equation normally by taking the square root.,
,,,,,,,,,,,,,,
home_livingroom_night,,,0,yuno_p,,wow,,yuno,สุดยอดเลยพี่ เห็นภาพชัดเจนกว่าวิธีแรกเยอะเลย ตอนนี้เริ่มเข้าใจแล้วล่ะ,,yuno_2_10_040,,"That's amazing, brother! It's much clearer than the first method. I'm starting to understand now.",
,,,,,,,,yuma,แน่นอน นี่เป็นวิธีการสอนที่เตรียมไว้เพื่อยูโนะโดยเฉพาะเลยนะ ขอเรียกว่าสูตร “Completing the square” ก็แล้วกัน,,,,"Of course, this is a teaching method I prepared specifically for you, Yuno. Let's call it the ""Completing the square"" formula.",
,,,,,,,,,เป็นไงล่ะ ชื่อเท่ใช่มั้ยล่ะ,,,,"How about it? Cool name, right?",
,,,,,,worry_2,,yuno,อ่าวไม่ได้ชื่อสูตร SS1S-663 หรอ?,,yuno_2_10_041,,"Oh, isn't it called the SS1S-663 formula?",
,,,,,,,,yuma,ห้ะ นี่เธอไปเอาเลขแปลกๆนั่นมาจากไหนเนี่ย?,,,,Huh? Where did you get that strange number from?,
,,,,,,onegai_2,,yuno,ก็หนูเห็นมันเขียนอยู่บนห้องพี่นี่นา นึกว่าจะใช่ซะอีก,,yuno_2_10_042,,I saw it written in your room. I thought it might be it.,
,,,,,,,,,สงสัยจากนี้ต้องระวังไว้หน่อยแล้ว,,,,I guess I need to be more careful from now on.,
,,,,,,yasashi,,yuno,นี่พี่ ขอบคุณนะที่พี่อุตส่าห์ตั้งใจทำขนาดนี้เพื่อหนู,,yuno_2_10_043,,"Hey brother, thank you for putting in so much effort for me.",
,,,,,,onegai,,yuno,แล้วก็…ขอโทษเรื่องเมื่อวานด้วย,,yuno_2_10_044,,And... sorry about yesterday.,
,,,,,,,,yuma,หึๆ แสดงว่าแผนคณิตพิชิตใจของพี่สำเร็จสินะ,,,,"Heh, so my math plan to win your heart succeeded, huh?",
,,,1,,,angry_2,,yuno,ยังไม่สำเร็จซักหน่อย พี่ต้องตอบมาก่อนว่าทำไมถึงทิ้งหนูให้อยู่บ้านคนเดียวแล้วออกไปเที่ยวไหนก็ไม่รู้อยู่คนเดียว,,yuno_2_10_045,,Not at all. You need to answer first why you left me alone at home and went out somewhere by yourself.,
,,,,,,,,yuma,เที่ยวอะไรกัน ลืมไปแล้วเหรอว่าวันนี้วันอะไร,,,,"What do you mean ""went out""? Don't you remember what day it is today?",
,,,,,,blank_2,,yuno,หนูไม่สนใจวันครบรอบที่พี่ไม่สไลด์หนอนมาหนึ่งสัปดาห์หรืออะไรแบบนั้นหรอกนะ,,yuno_2_10_046,,I don't care about the anniversary of you not sliding like a worm for a week or something like that.,
,,,,,,,,yuma,ใช่ที่ไหนเล่า วันนี้มีงานเกมที่เธอเล่นไม่ใช่รึไง,,,,That's not it. Isn't there an event for that game you play today?,
,,,,,,angry_2,,yuno,เอ๋! แบบนี้พี่ก็แอบไปเที่ยวกับสาวมานะสิ,,yuno_2_10_047,,"Eh! So you went out with a girl, didn't you?",
,,,,,,,,yuma,ก็ยูโนะไม่ใช่รึไงที่บอกให้พี่ไปน่ะ!,,,,Wasn't it you who told me to go?!,
,,,,,,ah,,yuno,แล้วพี่ได้ตุ๊กตามาด้วยมั้ย,,yuno_2_10_048,,Did you get the doll?,
,,,,,,,,yuma,ได้มาสิ รู้หรือเปล่าว่ากว่าจะได้มา โดนหักคะแนนไปเพียบเลย,,,,Of course I did. Do you know how many points I lost to get it?,
,,,,,,question,,,ยูโนะเอียงคอถามด้วยความสงสัยราวกับอยากถามว่าคะแนนอะไร,,,,"Yuno tilted her head in confusion, as if wanting to ask what points.",
,,,,,,ah,,yuma,ช่างมันเถอะ เอ้านี่ รับไปสิ ถือว่าเป็นรางวัลที่พยายามตั้งใจเรียนด้วย,,,,"Never mind. Here, take it. Consider it a reward for studying hard.",
,,,,,,,,,ผมส่งตุ๊กตาแมวน้ำพรหมลิขิต limited edition ที่ได้มาด้วยความยากลำบากให้ยูโนะ,,,,I handed Yuno the limited edition Seal of Destiny plush that I got with great difficulty.,
,,,,,,smile4,heart,yuno,เย้ รักพี่ยูมะที่สุดในโลกเลย,,yuno_2_10_049,,"Yay! I love you the most in the world, Yuma!",
,,,,hide yuno_p,,,,,รอยยิ้มของยูโนะเป็นสิ่งที่เลอค่ามากๆ ผมสัญญาว่าจะรักษารอยยิ้มนี้ไว้ไม่ให้จางหายไป,,,,Yuno's smile is incredibly precious. I promise to keep this smile from fading away.,
,,,,,,,,,,,,,,
,,,,,,,,,ยูโนะสุขภาพไม่แข็งแรง ด้วยเหตุนี้จึงต้องอาศัยอยู่แต่ในบ้าน,,,,"Yuno is not in good health, so she has to stay at home.",
,,,,,,,,,ไม่ได้ไปเล่นสนุกหรือใช้ชีวิตโรงเรียนเหมือนเพื่อนคนอื่นๆ,,,,She can't go out to play or experience school life like other kids.,
,,,,,,,,,กิจกรรมยามว่างของเธอจึงเป็นสิ่งง่ายๆ ที่ไม่ต้องออกแรงมาก,,,,Her leisure activities are simple things that don't require much effort.,
,,,,,,,,,ซึ่งเธอเลือกเล่นเกมกาชายอดฮิตชื่อดังอย่าง Seal Impact,,,,She chose to play a popular gacha game called Seal Impact.,
,,,,,,,,,ดังนั้นเกม Seal Impact ไม่ใช่แค่เกม แต่เป็นโลกทั้งใบของเธอ,,,,"Therefore, Seal Impact isn't just a game, but her entire world.",
,,,,,,,,,ในฐานะพี่ชายคนหนึ่ง ผมก็อยากจะสนับสนุนน้องสาวเท่าที่จะทำได้,,,,"As her brother, I want to support my sister as much as I can.",
,,,,,,,,,เพื่อชดเชยชีวิตที่ขาดหายไปของยูโนะ,,,,To make up for the life experiences Yuno is missing out on.,
,,,,,,,,,,,,,,
,,,0,yuno_p,,ah_2,,yuno,แต่หนูไม่คิดเลยนะว่าพี่จะหามาได้จริงๆ,,yuno_2_10_050,,"But I never thought you'd actually get it, brother.",
,,,,,,,,yuma,ไหนตอนนั้นบอกว่าถ้าเป็นพี่ละก็แค่แป๊ปเดียวก็สร้างฮาเร็มได้แล้วไง,,,,"Didn't you say earlier that if it was you, you could build a harem in no time?",
,,,,,,question,,yuno,ช่างเถอะ ว่าแต่พี่ไปด้วยกันกับใครเหรอ,,yuno_2_10_051,,"Anyway, who did you go with?",
,,,,,,,,yuma,พี่ไปด้วยกันกับ……,,,,I went with...,
,,,,,,,,yuma,เรกะไง,,,,"Reka, of course.",
,,,,,,,,,ผมไม่อยากบอกว่าไปเดทกับรุ่นพี่มายะ ขืนบอกไป มีหวังโดนสอบสวนอีกยาวแน่นอน,,,,"I didn't want to say I went on a date with senior Maya. If I did, I'd surely face a long interrogation.",
,,,1,,,pout_2,angry,yuno,โกหก!,,yuno_2_10_052,,Liar!,
,,,,,,,,yuno,เป็นไปไม่ได้ เพราะวันนี้พี่เรกะอยู่กับหนูนี่นา จะไปเดทกับพี่ได้ไง,,yuno_2_10_053,,That's impossible. Reka was with me today. How could she go on a date with you?,
,,,,,,,,,แย่แล้ว เรกะมาหาที่บ้านตอนไหนเนี่ย,,,,"Oh no, when did Reka come to our house?",
,,,,,,,,yuma,เอ่อ… คือว่า… พี่ไปเดทด้วยกันกับ……,,,,Um... Well... I went on a date with...,
,,,,,,,,yuma,ก็…ไปกับเพื่อนที่โรงเรียนนั่นแหละ,,,,Well... I went with a friend from school.,
,,,,,,serious_2,,yuno,ถ้างั้นหนูขอดูรูปหน่อย ถ้าได้ตุ๊กตามาแสดงว่าต้องมีรูปถ่ายใช่มั้ยละ,,yuno_2_10_054,,"Then let me see the photos. If you got the doll, there must be pictures, right?",
,,,,,,,,,ยูโนะทำสีหน้าเหมือนคุณแม่ที่รู้ว่าลูกชายของตัวเองกำลังพูดโกหก,,,,Yuno made a face like a mother who knows her son is lying.,
,,,,,,,,,แย่แล้ว ผมต้องรีบพาตัวเองออกจากสถานการณ์คับขันนี้,,,,This is bad. I need to get myself out of this tight situation quickly.,
,,,,,,,,,,,,,,
,,,,,,,,yuma,พี่ไปอาบน้ำก่อนนะ,,,,I'm going to take a bath now.,
,,,,hide yuno_p,,angry,,yuno,เดี๋ยวสิพี่คิดจะหนีงั้นหรอการสอบสวนยังไม่จบนะ,,yuno_2_10_055,,Wait a minute! Are you trying to run away? The investigation isn't over yet!,
NightSky1,,,,,,,,,หลังจากนั้นผมก็รีบหนีไปอาบน้ำ,,,,"After that, I hurried to take a bath.",
,,,,,,,,,แต่พอผมไปที่ห้องนอนก็พบว่าเสื้อผ้าหายไปจากตู้,,,,"But when I went to my bedroom, I found that my clothes were missing from the closet.",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,yuma,ยูโนะ เห็นเสื้อผ้าของพี่มั้ย,,,,"Yuno, have you seen my clothes?",
,,,,,,ah,,yuno,จริงด้วย หนูลืมสนิทเลย,,yuno_2_10_056,,"Oh, that's right. I completely forgot.",
,,,,,,ah,,yuno,เสื้อผ้าของพี่อยู่ในกระเป๋าเดินทางล้อลากหน้าบ้าน,,yuno_2_10_057,,Your clothes are in the rolling suitcase at the front of the house.,
,,,,,,,,yuma,ทำไมมันถึงไปอยู่ในนั้นล่ะ,,,,Why are they in there?,
,,,,,,ah_2,,yuno,ตอนแรกตั้งใจว่าวันนี้หนูจะไล่พี่ออกจากบ้านละ,,yuno_2_10_058,,I originally planned to kick you out of the house today.,
,,,,,,smile4,,yuno,หนูเลยเอาของในห้องนอนพี่เก็บใส่กระเป๋าเดินทางให้หมด พร้อมใช้งาน,,yuno_2_10_059,,"So I packed all your stuff from your bedroom into the suitcase, ready to go.",
,,,,,,smile3,,yuno,นอกจากเสื้อผ้า หนูแถมเกมลามกที่พี่ชอบเล่นให้ด้วยนะ อิอิ,,yuno_2_10_060,,"Besides clothes, I also included those adult games you like to play, hehe.",
,,,,,,,,yuma,ไหงเป็นงั้นเล่า!,,,,How did it come to this?!,
,,,,,,,,,ให้ตายเถอะ ยัยน้องสาวตัวแสบ,,,,"Oh man, what a mischievous little sister.",
,,,,,,,,,บางทีผมอาจจะตามใจน้องสาวตัวเองมากเกินไปละมั้ง,,,,Maybe I've been spoiling my little sister too much.,
