bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,maya,โอเค ไว้เจอกันใหม่นะ บ๊ายบาย ยูคุง ไว้เดี๋ยวจะติดต่อไปนะ,,maya_2_6_040,,"Okay, see you later then. Bye bye, Yu-kun. I'll be in touch.",
,,,,,,,,yuma,เดี๋ยวก่อนครับ,,,,Wait a minute.,
,,,,,,ah,,maya,มีอะไรเหรอ,,maya_2_6_041,,What is it?,
,,,,,,,,,รุ่นพี่อุตส่าห์ช่วยผมแล้ว ผมเองก็ควรจะบอกเรื่องสำคัญกับรุ่นพี่เหมือนกัน,,,,"You went out of your way to help me, so I should tell you something important too.",
,,,,,,,,yuma,คือว่า… ตู้แมวน้ำบินไม่มีคุณป้าชงเครื่องดื่มอยู่ด้านในตู้หรอกนะครับ,,,,Well... There's no auntie inside the seal vending machine brewing drinks.,
,,,,,,pout,dot3,maya,……,,maya_2_6_042,,......,
,,,,,,,,maya,เรื่องแค่นั้นใครๆ ก็รู้ไม่ใช่เหรอ,,maya_2_6_043,,Doesn't everyone already know that?,
,,,,hide maya,,,,,หลังพูดจบ รุ่นพี่มายะก็เดินจากไปพร้อมกับเครื่องดื่มแก้วโปรดของเธอ,,,,"After speaking, Sempai Maya walked off with her favorite drink in hand.",
,,,,,,,,,สมองของผมหยุดทำงานชั่วขณะ,,,,My brain short-circuited for a moment.,
,,,,,,,,yuma,เอ๋?,,,,Huh?,
,,,,,,,,,รุ่นพี่รู้อยู่แล้วหรอกเหรอ กว่าผมจะรู้เรื่องนี้,,,,You already knew that? And here I went to the trouble of...,
,,,,,,,,,ผมอุตส่าห์ดักรอพนักงานเปิดตู้อยู่ตั้งนานเพื่อดูว่ามีคนอยู่ข้างในตู้หรือเปล่าเชียวนะ,,,,"I waited forever for the worker to open the machine, just to see if there was someone inside!",
