bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
life_shoppingmall2_noon,,MusMus-BGM-107,,hide maya_c2,,,,,สองเท้าของผมก้าวมาถึงลาสบอส กิจกรรมสุดท้าย บูธถ่ายรูปสุดหวานแหววสำหรับคู่รัก,,,,"My feet have reached the final boss, the last activity: a sweet photo booth for couples.",
,,,,,,,,,ปกติผมถ่ายแต่รูปวิวทิวทัศน์ ไม่ค่อยได้ถ่ายรูปคน มาถ่ายรูปคู่แบบนี้ต้องทำตัวยังไงดีเนี่ย,,,,"Usually, I only take pictures of scenery, not people. How should I pose for a couple photo like this?",
,,,,,,,,,ถ้าเผลอโพสท่าหัวใจหรือท่าที่ดูหวานแหววเกินไป แล้วอีกฝ่ายไม่เล่นด้วยก็น่าอายแย่,,,,"If I accidentally make a heart pose or something too sweet, and the other person doesn't play along, it would be embarrassing.",
,,,,,,,,,งั้นเราคงต้องใช้ท่าถ่ายรูปที่สืบทอดมานานในตระกูลของเราแล้ว,,,,I guess we'll have to use the photo pose that's been passed down in our family for generations.,
,,,1,maya_c2,,smile3,,maya,อ้าว มัวยืนทำอะไรอยู่ รีบเข้ามาสิยูคุง,,maya_2_9_028,,"Hey, what are you standing there for? Hurry up, Yu-kun!",
,,,,hide maya_c2,,,,,ทันใดนั้นรุ่นพี่มายะก็รีบคว้ามือผมเข้าไปในบูธถ่ายรูป,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,"Suddenly, senior Maya grabbed my hand and pulled me into the photo booth.",
,purikura00,MusMus-BGM-165,,,,,,maya,นี่ ยูคุง พวกเราโพสท่าอะไรกันดี,,maya_2_9_029,,"Hey, Yu-kun, what pose should we do?",
,,,,,,,,yuma,รุ่นพี่จะทำท่าอะไรก็ได้ครับ ส่วนผมจะยืนนิ่งๆ เหมือนตอนถ่ายรูปติดบัตรนักเรียนแล้วกัน,,,,"You can do whatever you want, senior. I'll just stand still like I'm taking a photo for my student ID.",
,,,,,,,,,ใช่แล้ว นี่คือท่าถ่ายรูปที่สืบทอดมาตั้งแต่ต้นตระกูลของผม,,,,"That's right, this is the photo pose that's been passed down since the beginning of my family line.",
,,,,,,,,,ยืนตัวตรงนิ่งสงบเหมือนดั่งต้นไม้ประกอบฉากหลังที่ไม่มีใครเหลียวแล,,,,Standing straight and still like a tree in the background that no one pays attention to.,
,,,,,,,,,ไม่ว่าบรรยากาศตรงหน้าจะเป็นอย่างไรก็กลมกลืนเข้ากันได้อย่างน่าอัศจรรย์,,,,"No matter what the atmosphere is, it blends in perfectly in an amazing way.",
,purikura01,,,,,,,maya,เดี๋ยวเถอะ อุตส่าห์มาถึงนี่แล้วจะยืนแข็งเป็นหินได้ไง,,maya_2_9_030,,"Hold on, you've come all this way just to stand still like a rock?",
,purikura02,,,,,,,maya,เอ้า ยิ้มเร็วยูคุง,,maya_2_9_031,,"Come on, smile, Yu-kun!",
,,,,,,,,yuma,ต่อให้รุ่นพี่จะเอานิ้วจิ้มจนหมดเวลาผมก็ไม่ยิ้มหรอกนะครับ,,,,"Even if you poke me with your finger until time runs out, I won't smile.",
,purikura03,,,,,,,maya,ช่วยไม่ได้นะ ฉันจะทำให้นายยิ้มเอง,,maya_2_9_032,,Can't be helped. I'll make you smile myself.,
,,,,,,,,yuma,รุ่นพี่จะใช้แผนไหนก็ไม่ได้ผล…,,,,Whatever plan you use won't work...,
,purikura04,,,,,,,,ก่อนที่ผมจะพูดจบรุ่นพี่มายะก็เอามืออีกข้างมาฉีกแก้มของผมให้ยิ้มออกมา,,,,"Before I could finish speaking, senior Maya used her other hand to stretch my cheeks into a smile.",
,,,,,,,,maya,เท่านี้ก็เรียบร้อยแล้ว,,maya_2_9_033,,"There, all done!",
,,,,,,,,yuma,มันเจ็บนะครับรุ่นพี่มายะ,,,,"That hurts, senior Maya.",
,purikura06,,,,,,,maya,เป็นผู้ชายอย่าบ่นเยอะน่า เอาละจะถึงเวลาแล้ว,,maya_2_9_034,,"Don't complain so much, you're a man. Alright, it's almost time.",
,white,,,,,,,,ทันใดนั้นก็มีแสงชีตเตอร์จากกล้องออกมา,,,camera,"Suddenly, there was a flash from the camera.",
,purikura07,,,,,,,,หลังจากนั้นกล้องก็ทำการบันทึกรูปถ่ายของเรา,,,,Then the camera recorded our photo.,
,black,,,,,,,,จากนั้นรูปที่ถ่ายก็ถูกนำไปแสดงผลลงบนหน้าจอเพื่อเข้าสู่ขั้นตอนตกแต่งภาพต่อ,,,,The photo was then displayed on the screen for the next step: editing.,
,purikura08,,,,,,,maya,ถ่ายออกมาได้ไม่เลวเหมือนกันนะเนี่ย,,maya_2_9_035,,"It didn't turn out too bad, huh?",
,,,,,,,,yuma,ก็เพราะรุ่นพี่ดูแต่หน้าของฝั่งรุ่นพี่ไงครับ รุ่นพี่ลองดูหน้าฝั่งผมบ้างสิครับ,,,,"That's because you're only looking at your side, senior. Try looking at my side too.",
,,,,,,,,maya,อย่ามัวแต่สนใจเรื่องหยุมหยิมน่า เรามารีบแต่งรูปกันเถอะ ด้านหลังมีคนรอคิวอีกเยอะ,,maya_2_9_036,,"Don't fuss over the small details. Let's hurry and edit the photo, there are a lot of people waiting behind us.",
,purikura09,,,,,,,,หลังพูดจบ รุ่นพี่ก็ใส่สติกเกอร์ที่เป็นรูปชื่อของเราสองคนลงไป,,,,"After saying that, senior put stickers with our names on the photo.",
,,,,,,,,,นี่สินะ ผู้เชี่ยวชาญด้านความรักที่เขาล่ำรือกัน,,,,"So this is the love expert they talk about, huh?",
,purikura10,,,,,,,maya,แล้วก็เอาอันนี้ด้วย…,,maya_2_9_037,,,
,,,,,,,,,,,,,And let's add this too...,
,,,,,,,,yuma,มันไม่เยอะไปหน่อยเหรอครับ,,,,Isn't that a bit too much?,
,,,,,,,,maya,ไม่หรอก อย่าลืมสิว่าวันนี้เราเป็นคู่รักกัน,,maya_2_9_038,,"Not at all. Don't forget, today we're a couple.",
,,,,,,,,maya,ยูคุงก็มาช่วยกันตกแต่งบ้างสิ,,maya_2_9_039,,"Yu-kun, come help decorate too.",
,purikura11,,,,,,,yuma,แบบนี้หรอครับ,,,,Like this?,
,,,,,,,,,,,,,,
,,,,,,,,maya,ไม่เลวนี่แต่เหมือนยังขาดอะไรอยู่แฮะ,,maya_2_9_040,,"Not bad, but it feels like something's missing.",
,,,,,,,,maya,อ๊ะ! นึกออกแล้ว,,maya_2_9_041,,Ah! I've got it!,
,,,,,,,,,,,,,,
,purikura12,,,,,,,maya,ดูเหมาะกับยูคุงดีนะ ฮ่าฮ่า,,maya_2_9_042,,"It suits Yu-kun well, haha!",
,,,,,,,,yuma,เดี๋ยวสิ งั้นผมวาดให้รุ่นพี่บ้าง,,,,"Wait a minute, then I'll draw something for you too, senior.",
,purikura13,,,,,,,,ชิ้ เพราะรุ่นพี่มายะเป็นผู้หญิงต่อให้ใส่หน้าแมวไปก็มีแต่จะทำให้น่ารักขึ้น,,,,"Tch, because senior Maya is a girl, even if you put a cat face on her, it'll only make her cuter.",
,,,,,,,,,ถ้างั้นต้อง…,,,,"In that case, I'll have to...",
,,,,,,,,,,,,,,
,purikura14,,,,,,,yuma,ฮ่าฮ่าฮ่า เหมาะสมกับรุ่นพี่ดีนะครับ,,,,"Hahaha! It suits you perfectly, senior!",
,,,,,,,,maya,นี่เดี๋ยวเถอะ! คิดจะล้อรูปในบัตรนักเรียนใช่ไหมห๊ะ!,,maya_2_9_043,,"Hey, wait a minute! Are you trying to mock my student ID photo?!",
,purikura15,,,,,,,maya,ถ้างั้นเจอนี่หน่อยยย,,maya_2_9_044,,"If that's the case, take this!",
,,,,,,,,,,,,,,
,,,,,,,,yuma,สติ๊กเกอร์อะไรเนี่ยน่าเกลียดชะมัด,,,,What kind of ugly sticker is that?,
,,,,,,,,maya,ฉันว่าเหมาะกับยูคุงออกนะ,,maya_2_9_045,,I think it suits Yu-kun perfectly.,
,,,,,,,,yuma,ตรงไหนกันครับเนี่ย…,,,,How so...?,
,,,,,,,,,…,,,,...,
,,,,,,,,,หลังจากที่พวกเราสองคนหยุดแกล้งกันแล้วมาดูผลงานที่พวกเราตกแต่งกันออกมา,,,,"After we both stopped teasing each other, we looked at our finished decorated photo.",
,,,,,,,,yuma,ผมว่าเราพอแค่นี้ก่อนไหมครับ ก่อนที่มันจะเละไปยิ่งกว่านี้,,,,"I think we should stop here, before it gets any worse.",
,,,,,,,,maya,นั่นสินะ…,,maya_2_9_046,,You're right...,
Sky_Morning,hide purikura15,,,,,,,,พวกเราทั้งสองคนเดินออกจากบูธด้วยรูปถ่ายที่… เอ่อ จะว่ายังไงดีล่ะ,,,,"We both walked out of the booth with a photo that... well, how should I put it?",
,,,,,,,,,เหมาะสมกับคู่รักที่เป็นอริกันตั้งแต่ชาติปางก่อนละมั้ง,,,,I guess it's suitable for a couple who've been rivals since their past lives.,
,,,,,,,,,,,,,,
life_shoppingmall1_noon,,,,maya_c2,,smile,,yuma,ขอบคุณนะครับรุ่นพี่มายะ ในที่สุดผมก็ได้ตุ๊กตานี้มาแล้ว น้องสาวของผมต้องดีใจแน่นอน,,,,"Thank you, senior Maya. I finally got this doll. My little sister will be so happy.",
,,,,,,meme,,maya,ยูคุงเนี่ยรักน้องสาวดีจัง สมกับฉายาราชาซิสค่อน,,maya_2_9_047,,"Yu-kun really loves his little sister, huh? Worthy of the title 'King of Sister Complex'.",
,,,,,,,,yuma,เดี๋ยวสิ ผมมีฉายาแบบนั้นด้วยหรอ,,,,"Wait, do I have a title like that?",
,,,,,,fun,,maya,ฮ่าฮ่า แค่ล้อเล่นน่ะ แต่ก็ไม่แน่ ในอนาคตอาจจะได้รับฉายานี้จริงๆ ก็ได้,,maya_2_9_048,,"Haha, I'm just kidding. But who knows, you might actually get that title in the future.",
,,,,,,,,yuma,ถ้าเกิดผมมีฉายานั้นผมจะสงสัยรุ่นพี่เป็นคนแรกเลย,,,,"If I ever get that title, I'll suspect you first, senior.",
,,,,,,,,,รุ่นพี่มายะยิ้มด้วยท่าทางซุกซนขี้เล่น ตั้งใจหยอกล้อผมสินะ,,,,"Senior Maya smiled with a playful, mischievous look. She must be teasing me.",
,,,,,,smile_2,,maya,เอาล่ะ ไหนๆ ยูคุงได้ของรางวัลตุ๊กตาแมวน้ำตามที่ต้องการแล้ว ฉันขอเลือกซื้อเสื้อผ้าบ้างแล้วกัน,,maya_2_9_049,,"Alright, now that Yu-kun has the seal doll prize he wanted, I'm going to shop for some clothes.",
,,,,,,,,maya,มาช่วยฉันถือของหน่อยสิ,,maya_2_9_050,,Come help me carry things.,
,,,,,,,,yuma,การมาห้างกับการเลือกซื้อเสื้อผ้าเป็นของคู่กันสินะครับ,,,,"Shopping at the mall and buying clothes go hand in hand, huh?",
,,,,,,smug_2,,maya,ใช่แล้วล่ะ ยูคุงไม่เคยได้ยินหรอที่ว่าผู้หญิงอย่าหยุดสวย,,maya_2_9_051,,That's right. Haven't you heard that women should never stop being beautiful?,
,,,,,,,,yuma,แต่ถ้ารุ่นพี่ไม่หยุดสวย ระวังจะไม่เหลือเงินกินข้าวนะครับ,,,,"But if you never stop being beautiful, be careful not to run out of money for food.",
,,,,,,pout3_2,,maya,ถ้าถึงจุดนั้นก็ถือว่าไดเอทละกัน,,maya_2_9_052,,"If it comes to that, we'll just call it a diet.",
,,,,hide maya_c2,,,,,ผมเดินตามรุ่นพี่มายะเข้าไปในร้านขายเสื้อผ้า,,,,I followed senior Maya into the clothing store.,
,,,,,,,,,แค่ช่วยถือของสบายมาก ตอนช่วยงานสภานักเรียนถือของหนักกว่านี้อีกเยอะ,,,,"Just carrying things is easy. When I help with student council work, I carry much heavier things.",
,,,,,,,,,ซึ่งท้ายที่สุดผมก็ตระหนักได้ว่านี่คือกับดักชัดๆ,,,,"In the end, I realized this was clearly a trap.",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
sunset2,,MusMus-BGM-66,,,,,,,แสงอาทิตย์กำลังลับขอบฟ้า,,,,The sun was setting.,
,,,,,,,,,รุ่นพี่มายะใช้เวลาเลือกซื้อเสื้อผ้าเกือบสามชั่วโมง,,,,Senior Maya spent nearly three hours shopping for clothes.,
,,,,,,,,,ผมประเมินการซื้อเสื้อผ้าผิดไป รุ่นพี่มายะเดินวนให้ครบทุกร้าน ตั้งแต่หัวจรดท้ายทุกซอกทุกมุม,,,,"I misjudged the clothes shopping. Senior Maya went to every store, from top to bottom, every nook and cranny.",
,,,,,,,,,พอเดินวนครบทุกร้านก็กลับมาซื้อชุดจากร้านแรกสุดที่ดูในตอนแรก,,,,"After circling through all the stores, she came back to buy an outfit from the very first store we looked at.",
,,,,,,,,,คณิตศาสตร์ยังมีบทสุดท้ายของแฟร์มา แต่การเลือกซื้อเสื้อผ้าไม่มีที่สิ้นสุด,,,,"Even mathematics has Fermat's Last Theorem, but clothes shopping has no end.",[แปล - Fermat's last theorem]
life_shoppingmall1_evening,,,,maya_c2,,sad,,maya,ขอโทษนะยูคุง พอเข้าไปในร้านเสื้อผ้าแล้วเหมือนหลุดไปอยู่อีกโลกตลอดเลย,,maya_2_9_053,,"Sorry, Yu-kun. When I get into a clothing store, it's like I'm in another world.",
,,,,,,smile,,yuma,ไม่เป็นไรครับ แค่รุ่นพี่มีความสุข ผมก็มีความสุข,,,,"It's okay. As long as you're happy, I'm happy.",
,,,,,,,,,ใจจริงอยากตอบว่านานชะมัด แต่ไม่ดีกว่า,,,,"To be honest, I wanted to say it took too long, but I better not.",
,,,,,,,,yuma,จะว่าไป ผมสังเกตว่ารุ่นพี่กระดี๊กระด๊าตอนเลือกซื้อเสื้อผ้า,,,,"By the way, I noticed you get really excited when shopping for clothes.",
,,,,,,,,yuma,รุ่นพี่ชอบเกี่ยวกับเรื่องแฟชั่นหรอครับ,,,,"Are you into fashion, senior?",
,,,,,,smile_2,,maya,ใช่แล้วจ้ะ,,maya_2_9_054,,That's right!,
,,,,,,confident_2,,maya,ความฝันของฉันคือการเป็นเจ้าของแบรนด์เสื้อผ้าที่ยอดเยี่ยมที่สุดยังไงละ,,maya_2_9_055,,My dream is to own the best clothing brand ever!,
,,,,,,,,maya,เป็นไงละ ฟังดูเปล่งประกายสุดๆ ไปเลยใช่มั้ย,,maya_2_9_056,,"How about that? Sounds dazzling, doesn't it?",
,,,,,,normal,,yuma,ผมเองก็มีความฝันเหมือนกันครับ,,,,I have a dream too.,
,,,,,,,,yuma,ความฝันของผมคือการเปลี่ยนชุดเครื่องแบบโรงเรียนของเราให้กลายเป็นชุดว่ายน้ำ!,,,,My dream is to change our school uniforms into swimsuits!,
,,,,,,bruh,,maya,ฮัลโหล คุณตำรวจ คนนี้ค่ะ,,maya_2_9_057,,"Hello, police? This guy right here.",
,,,,,,,,,รุ่นพี่มายะหยิบโทรศัพท์ขึ้นมาโทรหาตำรวจ,,,,Senior Maya picked up her phone to call the police.,
,,,,,,,,yuma,เดี๋ยวก่อน ใจเย็นก่อน ผมแค่ล้อเล่น,,,,"Wait, wait, calm down! I was just kidding!",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,serious,,maya,ดีไซเนอร์ชั้นเลิศน่ะคือคนที่สามารถปฏิวัติวงการแฟชั่นได้,,maya_2_9_058,,A top designer is someone who can revolutionize the fashion industry.,
,,,,,,,,maya,สักวันหนึ่งฉันจะเป็นดีไซน์เนอร์ชั้นเลิศที่สั่นคลอนผู้คนทั่วทั้งโลกให้ได้,,maya_2_9_059,,"One day, I'll be a top designer who can shake the whole world!",
,,,,,,,,,ดวงตาของรุ่นพี่มายะเปล่งประกาย เต็มไปด้วยความมุ่งมั่นเต็มพิกัด,,,,"Senior Maya's eyes sparkled, full of determination.",
,,,,,,,,,สิ่งที่รุ่นพี่มายะพูดฟังดูยิ่งใหญ่ แต่ผมไม่เข้าใจความหมายในเชิงรูปธรรมซักเท่าไหร่,,,,"What senior Maya said sounds grand, but I don't really understand the concrete meaning.",
,,,,,,,,yuma,รุ่นพี่มายะหมายความว่าอะไรเหรอครับ,,,,"What do you mean, senior Maya?",
,,,,,,ah,,maya,ฉันอยากพิสูจน์ให้ผู้คนทั้งโลกเห็นว่าเสื้อผ้าไม่ใช่แค่เรื่องความสวยงาม แต่ยังเปลี่ยนวิธีคิดของผู้สวมใส่ได้,,maya_2_9_060,,"I want to prove to the world that clothes aren't just about beauty, but can also change the way people think.",
,student card,,,hide maya_c2,,,,,สักพักหนึ่งรุ่นพี่มายะก็หยิบบัตรนักเรียนขึ้นมา,,,,"After a while, senior Maya took out her student ID.",
,,,,,,,,yuma,นี่มัน บัตรนักเรียนของรุ่นพี่,,,,This is... senior's student ID.,
,hide student card,,1,maya_c2,,yasashi,,maya,ก่อนหน้านี้นายถามฉันใช่ไหมว่าทำไมรูปถ่ายในบัตรนักเรียนถึงแตกต่างจากตัวจริง,,maya_2_9_061,,"Earlier, you asked me why the photo on my student ID is different from how I look now, right?",
,,,,,,,,maya,ย้อนกลับไปสมัยก่อน ฉันเป็นคนมืดมน จืดชืด มีแต่คนล้อฉันว่ายัยเฉิ่ม,,maya_2_9_062,,"Going back to the past, I was a gloomy, dull person. Everyone made fun of me, calling me a nerd.",
,,,,,,ah,,maya,จนกระทั่งวันหนึ่ง มีใครบางคนสอนให้ฉันรู้จักกับแฟชั่น,,maya_2_9_063,,"Until one day, someone taught me about fashion.",
,,,,,,smile3,,maya,พอฉันลองเปลี่ยนวิธีแต่งตัวใหม่ ทุกคนต่างชื่นชมฉันว่าฉันดูดีราวกับคนละคน ผู้คนรอบข้างเริ่มเปิดใจและเข้าหาฉันมากขึ้น,,maya_2_9_064,,"When I tried changing how I dressed, everyone complimented me, saying I looked like a different person. People around me started to open up and approach me more.",
,,,,,,confident,,maya,ด้วยเหตุนี้ฉันจึงกลายเป็นคนที่มีความมั่นใจในตัวเองมากขึ้น,,maya_2_9_065,,"Because of this, I became more confident in myself.",
,,,,,,,,maya,หลังจากนั้นฉันก็กล้าที่จะทำสิ่งใหม่ๆ เปิดรับโอกาสใหม่ๆ และชีวิตก็เปลี่ยนแปลงไปในทิศทางที่ดีขึ้น,,maya_2_9_066,,"After that, I dared to try new things, be open to new opportunities, and my life changed for the better.",
,,,,,,,,maya,โลกของฉันเปลี่ยนไปเมื่อได้ลองสวมเสื้อผ้าใหม่ๆ ฉันอยากให้คนอื่นได้สัมผัสประสบการณ์แบบนี้บ้าง,,maya_2_9_067,,My world changed when I tried wearing new clothes. I want others to experience this too.,
,,,,,,smile,,maya,ด้วยเหตุนี้ ในอนาคตฉันเลยใฝ่ฝันอยากทำงานในวงการแฟชั่นให้ได้,,maya_2_9_068,,"That's why in the future, I dream of working in the fashion industry.",
,,,,,,,,,สุดยอดไปเลยแฮะ,,,,That's amazing.,
,,,,,,,,,รุ่นพี่มายะที่อยู่ตรงหน้าผมดูเปล่งประกายมากกว่าทุกทีเมื่อได้พูดถึงความฝันของตัวเอง,,,,The senior Maya in front of me looked more radiant than ever when talking about her dream.,
,,,,,,,,,พอย้อนกลับมาดูตัวเอง ผมก็เคยโดนยูโนะแซวว่าแต่งตัวอะไรแปลกๆ จนสูญเสียความมั่นใจอยู่บ้างเหมือนกัน,,,,"Looking back at myself, I've been teased by Yuno for dressing weirdly and lost some confidence too.",
,,,,,,,,yuma,พอฟังที่รุ่นพี่พูดผมก็เชื่อนะครับว่าเสื้อผ้าสามารถเปลี่ยนแปลงจิตใจคนได้ ไม่ใช่แค่เครื่องประดับที่ใส่เพื่อความสวยงามเฉยๆ,,,,"After listening to what senior said, I believe that clothes can change a person's mindset, not just be decorations for beauty.",
,,,,,,smile_2,,maya,ใช่ไหมล่ะ,,maya_2_9_069,,Right?,
,,,,,,,,yuma,ว่าแต่อะไรเป็นจุดเปลี่ยนที่ทำให้รุ่นพี่รู้จักการแต่งตัวหรอครับ,,,,"But what was the turning point that made you interested in fashion, senior?",
,,,,,,,,,รุ่นพี่มายะทำท่าครุ่นคิดอะไรบางอย่าง,,,,Senior Maya looked thoughtful for a moment.,
,,,,,,yasashi_2,,maya,ก็คงเป็นเพราะคนคนหนึ่งละมั้ง,,maya_2_9_070,,I guess it was because of a certain person.,
,,,,,,,,yuma,คนคนนั้นเป็นใครเหรอครับ,,,,Who was that person?,
,,,,,,meme,,maya,ความ-ลับ-จ้ะ,,maya_2_9_071,,It's... a... secret!,
,,,,,,smile,,,หรือว่า… รักแรกของรุ่นพี่มายะ?!,,,,Could it be... senior Maya's first love?!,
,,,,,,,,,ช่างเถอะ ถ้ารุ่นพี่ไม่อยากบอกเราก็คงไม่คะยั้นคะยอ,,,,"Never mind. If you don't want to tell me, I won't push it.",
,,,,,,,,,เอาไว้สักวันหนึ่งในอนาคต รุ่นพี่มายะคงเต็มใจบอกด้วยตัวเอง,,,,"Maybe someday in the future, senior Maya will be willing to tell me herself.",
,,,,,,,,yuma,จะว่าไป ดูเหมือนพระอาทิตย์จะเริ่มตกแล้วนะครับ,,,,"By the way, it looks like the sun is starting to set.",
,,,,,,hehe,,maya,ยูคุงจะชวนฉันขึ้นไปดูพระอาทิตย์บนดาดฟ้า ตามหา Golden Time ของพวกเราทั้งสองคนเหรอ,,maya_2_9_072,,"Is Yu-kun inviting me to watch the sunset on the rooftop, to find our Golden Time together?",
,,,,,,,,yuma,ไม่ใช่ครับ ผมแค่จะบอกว่าพวกเราแยกย้ายกันก่อนดีมั้ย พอดีว่าผมยังมีน้องสาวรออยู่ที่บ้านนะครับ,,,,"No, I was just thinking maybe we should part ways now. I still have my little sister waiting at home.",
,,,,,,hurt,moyamoya,maya,เอ๋ ทั้งๆ ที่อยู่กับฉันแต่ยังแอบคิดถึงผู้หญิงคนอื่นอีกหรอ,,maya_2_9_073,,"Eh? Even though you're with me, you're still thinking about another girl?",
,,,,,,angry,,maya,จำไว้นะยูคุง เวลาเดทให้คิดถึงผู้หญิงที่อยู่ตรงหน้าก็พอ,,maya_2_9_074,,"Remember this, Yu-kun. When you're on a date, just think about the girl in front of you.",
,,,,,,,,maya,ไม่มีผู้หญิงคนไหนชอบผู้ชายที่คิดถึงผู้หญิงคนอื่นตอนเดทหรอกนะ,,maya_2_9_075,,No girl likes a guy who thinks about other girls during a date.,
,,,,,,,,yuma,เดิมทีที่เรามาเที่ยวกันวันนี้ก็เพราะน้องสาวของผมไม่ใช่หรอครับ,,,,"But the reason we came out today was because of my little sister, wasn't it?",
,,,,,,pout,,maya,ซิสค่อออน,,maya_2_9_076,,Sis-con!,
,,,,,,,,,หลังจากต่อล้อต่อเถียงกับรุ่นพี่มายะก็ได้เวลาที่จะแยกย้ายกัน,,,,"After bantering with senior Maya, it was time to part ways.",
,,,1,maya_c2,,ah,,maya,งั้นวันนี้พวกเราแยกย้ายกันตรงนี้เลยก็ได้,,maya_2_9_077,,Then let's say goodbye here for today.,
,,,,,,,,yuma,เดี๋ยวผมเดินไปส่งนะครับ,,,,I'll walk you home.,
,,,,,,smile,,maya,ดีมาก บวกเพิ่ม 30 คะแนน แต่ไม่เป็นไรหรอกบ้านฉันอยู่ใกล้ๆนี้เอง,,maya_2_9_078,,"Great, plus 30 points. But it's okay, my house is nearby.",
,,,,,,,,maya, ไว้เจอกันใหม่ที่โรงเรียนนะ ยูคุง~,,maya_2_9_079,,"See you at school, Yu-kun~",
,,,,,,smile4,,maya,แล้วก็เดทวันนี้สนุกมาก บวก 1000 คะแนน,,maya_2_9_080,,"And today's date was fun, plus 1000 points!",
,,,,hide maya_c2,,,,,พอพูดจบ มายะก็เดินจากไปโดยไม่รีรอ,,,,"After saying that, Maya walked away without hesitation.",
,,,,,,,,,ถึงจะเป็นคนที่เอาแต่ใจแต่พออยู่ด้วยแล้วก็รู้สึกสบายใจอย่างบอกไม่ถูก,,,,"Even though she's a bit selfish, being with her feels comfortable in a way I can't explain.",
,,,,,,,,,แต่ว่าทั้งๆที่บ้านใกล้ยังจะมาสายอีกนะ...,,,,"But even though her house is close, she still comes late...",
,,,,,,,,,เอาเถอะ วันนี้เราก็ได้ตุ๊กตามาแล้วแถมเดทวันนี้ก็สนุกด้วย ถ้างั้นรีบกลับบ้านดีกว่า,,,,"Oh well, today we got the doll and the date was fun too. I should hurry home.",
,,,,,,,,,จะว่าไป เดท?,,,,"Come to think of it, date?",
,,,,,,,,,เดทงั้นหรือ…,,,,"A date, huh...",
,,,,,,,,,นี่คือเดทสินะ…,,,,So this was a date...,
,,,,,,,,,,,,,,
住宅街２（夕方）,,MusMus-BGM-139,,,,,,,ขณะที่ผมกำลังกลับบ้าน ผมก็ไปสะดุดกับหนังสือหน้าตาประหลาดเล่มหนึ่ง,,,,"While I was heading home, I stumbled upon a strange-looking book.",
,,,,,,,,,,,,,,
,book00,,,,,,,,นี่มันหนังสืออะไร หน้าตาประหลาดจัง,,,,What kind of book is this? It looks so weird.,
,,,,,,,,,แต่ไม่รู้เพราะอะไรหนังสือเล่มนี้เหมือนมีอะไรบางอย่างที่ดึงดูดผมให้เก็บมันขึ้นมา,,,,"But for some reason, this book seems to have something that draws me to pick it up.",
,,,,,,,,yuma,เอากลับบ้านไปจะโดนยูโนะด่าไหมเนี่ย,,,,"If I take it home, will Yuno scold me?",
,hide book00,,,,,,,,,,,,,
home_livingroom_night,,,,yuno_c,,angry_2,old,yuno,พี่ซื้ออะไรมาอีกแล้วเนี่ย เต็มบ้านเลย,,yuno_2_9_001,,"Did you buy something again, brother? The house is already full!",—-Flashback—-
,,,,hide yuno_c,,,,,,,,,,
住宅街２（夕方）,,,,,,,,,พูดถึงยูโนะแล้ว ไม่รู้ว่าป่านนี้หายงอนหรือยังนะ,,,,"Speaking of Yuno, I wonder if she's still upset.",
,,,,,,,,,ลองปรึกษาเรกะดีมั้ยนะ ไม่สิ จะพึ่งเรกะตลอดไม่ได้,,,,"Should I consult Reka? No, I can't rely on Reka all the time.",
,,,,,,,,yuma,เอาล่ะ ต้องลองดู เป็นไงเป็นกัน,,,,"Alright, I have to try. Whatever happens, happens.",
,,,,,,,,,ผมเดินกลับบ้านพร้อมกับพุดดิ้งสตรอเบอรี่จากร้านดังในห้าง,,,,I walked home with a strawberry pudding from the famous shop in the mall.,
